hotel_code,hotel_name,address,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
HILTON-63-8,Hilton Los Angeles/Universal City,,+1 818-506-2500,Rating: 4.2 out of 5.0,"At the heart of Los Angeles' entertainment district, we're adjacent to Universal Studios Hollywood, with a free shuttle to get you there. Looking on to the Hollywood Hills, our hotel is a half-mile from Universal CityWalk shopping and just...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 300 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Valet parking - $60.00 / night"", ""Pets"": ""Pets allowed, $100.00 non-refundable fee, 75 lbs maximum, Maximum 2 pets. $100 fee per pet. Unattended pets not allowed in guestroom.""}","{""Pets"": ""Pets allowed, $100.00 non-refundable fee, 75 lbs maximum, Maximum 2 pets. $100 fee per pet. Unattended pets not allowed in guestroom.""}","{""Parking"": ""Valet parking - $60.00 / night""}","[""Connecting Rooms"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""EV charging"", ""Streaming entertainment"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Universal Studios® Hollywood"", ""distance"": ""0.01 miles""}, {""place"": ""Hollywood"", ""distance"": ""1 mile""}, {""place"": ""Hollywood Bowl"", ""distance"": ""3 miles""}, {""place"": ""Dolby Theater"", ""distance"": ""4 miles""}, {""place"": ""Los Angeles Zoo"", ""distance"": ""6 miles""}, {""place"": ""Griffith Observatory"", ""distance"": ""7 miles""}]","[{""airport"": ""Hollywood Burbank Airport/Bob Hope Airport"", ""distance"": ""6 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""27 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""John Wayne Airport/Orange County"", ""distance"": ""52 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:21:02.646334
HILTON-63-9,Hampton Inn Los Angeles Int'l Airport/Hawthorne,,+1 310-973-3332,Rating: 4.1 out of 5.0,"We're off I-105, near I-405, five miles from Los Angeles International Airport. You'll find restaurants in the neighborhood, while our 24-hour Suite Shop offers a variety of snacks. Los Angeles is 15 miles from the door. Wake up to free hot...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - $15.00 / night"", ""Pets"": ""Pets allowed, $125.00 non-refundable fee, $75(1-4n),$125(5+n)2pets,dog/catonly""}","{""Pets"": ""Pets allowed, $125.00 non-refundable fee, $75(1-4n),$125(5+n)2pets,dog/catonly""}","{""Parking"": ""Self parking - $15.00 / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""EV charging"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Dome Intuite stadium"", ""distance"": ""0.50 miles""}, {""place"": ""SOFI Stadium"", ""distance"": ""0.50 miles""}, {""place"": ""Forum"", ""distance"": ""0.70 miles""}, {""place"": ""City Center"", ""distance"": ""15 miles""}, {""place"": ""Dodger Stadium"", ""distance"": ""16 miles""}, {""place"": ""Paul Getty Museum"", ""distance"": ""18 miles""}]","[{""airport"": ""Los Angeles International Airport"", ""distance"": ""3 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Long Beach Airport (Daugherty Field)"", ""distance"": ""19 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:21:34.162682
HILTON-63-10,Hampton Inn and Suites Los Angeles Burbank Airport,,+1 818-768-1106,Rating: 4.2 out of 5.0,"We're right off I-5, across the street from Woodbury University. Bob Hope Airport is five minutes away via our free shuttle, which also covers downtown Burbank and the Empire Center. Our hotel is 15 minutes from Universal City, home to...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Valet parking - $31.00 / night"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Valet parking - $31.00 / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""Airport shuttle"", ""EV charging"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""LA Equestrian Center"", ""distance"": ""2 miles""}, {""place"": ""Burbank Town Center"", ""distance"": ""2.60 miles""}, {""place"": ""AMC 16 Burbank Theaters"", ""distance"": ""3 miles""}, {""place"": ""City Center"", ""distance"": ""3 miles""}, {""place"": ""Universal Studios/City Walk"", ""distance"": ""5 miles""}, {""place"": ""Warner Bros"", ""distance"": ""5 miles""}]","[{""airport"": ""Hollywood Burbank Airport/Bob Hope Airport"", ""distance"": ""1 mile"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""35 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:21:57.192449
HILTON-63-11,The Lum Hotel Los Angeles Stadium District,,+1 310-484-7300,,"Next to the Intuit Dome along Century Boulevard, our hotel is surrounded by entertainment. The Kia Forum, SoFi Stadium, and more are within a two-mile radius. Enjoy views of Inglewood from our rooftop bar and restaurant, and chill out in...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of $250 will be assessed for smoking in any room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Valet parking - $60.50 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 50 lbs maximum""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 50 lbs maximum""}","{""Parking"": ""Valet parking - $60.50 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""EV charging"", ""Streaming entertainment"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms""]","[{""place"": ""Intuit Dome"", ""distance"": ""0.10 miles""}, {""place"": ""Hollywood Park Casino"", ""distance"": ""0.30 miles""}, {""place"": ""SOFI Stadium"", ""distance"": ""0.90 miles""}, {""place"": ""YouTube Theater"", ""distance"": ""0.90 miles""}, {""place"": ""KIA Forum"", ""distance"": ""1.10 miles""}, {""place"": ""SpaceX"", ""distance"": ""2.50 miles""}]","[{""airport"": ""Los Angeles International Airport"", ""distance"": ""3.70 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Long Beach Airport (Daugherty Field)"", ""distance"": ""22 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""John Wayne Airport/Orange County"", ""distance"": ""40.60 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:22:20.165202
HILTON-63-12,Hilton Garden Inn Los Angeles/Hollywood,,+1 323-876-8600,Rating: 3.9 out of 5.0,"Find us in the center of Hollywood, within a half mile of the Walk of Fame, Dolby Theatre, TCL Chinese Theatre and Hollywood Bowl. We're also less than three miles from Universal Studios Hollywood, West Hollywood, and Beverly Hills....",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Valet parking - $55.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75(1-4n),$125(5+n) 2petMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75(1-4n),$125(5+n) 2petMax,dog/cat only""}","{""Parking"": ""Valet parking - $55.00 / night""}","[""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Hollywood Bowl"", ""distance"": ""0.30 miles""}, {""place"": ""Hollywood Walk of Fame"", ""distance"": ""0.45 miles""}, {""place"": ""TCL Chinese Theatre"", ""distance"": ""0.50 miles""}, {""place"": ""Hollywood Sign"", ""distance"": ""2 miles""}, {""place"": ""Universal Studios"", ""distance"": ""2.20 miles""}, {""place"": ""Dodgers Stadium"", ""distance"": ""6.90 miles""}]","[{""airport"": ""Hollywood Burbank Airport/Bob Hope Airport"", ""distance"": ""6 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""12 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:22:53.408137
HILTON-63-13,Hampton Inn & Suites Los Angeles/Hollywood,,+1 323-952-6900,Rating: 4.2 out of 5.0,"We're off Santa Monica Boulevard, within walking distance of a host of attractions and dining choices. Paramount Pictures studio tours and the Hollywood Walk of Fame are less than a mile from our door. The waxwork stars of Madame Tussauds...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Valet parking - $50.00 / night"", ""Pets"": ""Pets allowed, $125.00 non-refundable fee, 75 lbs maximum, $75(1-4n), ($125(4+ n) 2 Pets Maximum, Dog/Cat only""}","{""Pets"": ""Pets allowed, $125.00 non-refundable fee, 75 lbs maximum, $75(1-4n), ($125(4+ n) 2 Pets Maximum, Dog/Cat only""}","{""Parking"": ""Valet parking - $50.00 / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center""]","[{""place"": ""Hollywood and Highland Center"", ""distance"": ""0.50 miles""}, {""place"": ""TCL Chinese Theater"", ""distance"": ""0.50 miles""}, {""place"": ""Avalon Hollywood"", ""distance"": ""0.70 miles""}, {""place"": ""Melrose Ave Shoping and Dining"", ""distance"": ""2.10 miles""}, {""place"": ""Universal City Walk"", ""distance"": ""3.80 miles""}, {""place"": ""Universal Studios Hollywood"", ""distance"": ""3.80 miles""}]","[{""airport"": ""Hollywood Burbank Airport/Bob Hope Airport"", ""distance"": ""9 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""13 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Ontario International Airport"", ""distance"": ""49 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:23:12.876235
HILTON-63-14,Hilton Garden Inn Burbank Los Angeles,,+1 818-509-7964,Rating: 4.4 out of 5.0,"We’re off I-5, a half-mile from Burbank Town Center. Universal Studios Hollywood theme park and the Los Angeles Zoo are within five miles. Disney®, Warner Bros., NBCUniversal, and Nickelodeon studios are less than 15 minutes from our door....",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - $25.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - $25.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""EV charging"", ""Streaming entertainment"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Warner Brothers Studio"", ""distance"": ""4 miles""}, {""place"": ""Universal Studios® Hollywood"", ""distance"": ""6 miles""}, {""place"": ""Griffith Park Observatory"", ""distance"": ""7 miles""}, {""place"": ""Rose Bowl Stadium"", ""distance"": ""10.90 miles""}, {""place"": ""Crypto.com Arena"", ""distance"": ""13 miles""}, {""place"": ""Los Angeles Convention Center"", ""distance"": ""13.70 miles""}]","[{""airport"": ""Hollywood Burbank Airport/Bob Hope Airport"", ""distance"": ""3 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""28 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:23:50.926905
HILTON-63-15,DoubleTree by Hilton Hotel San Pedro - Port of Los Angeles,,+1 310-514-3344,Rating: 3.9 out of 5.0,"Find us near Cabrillo Marina, two miles from the beach. Cabrillo Yacht Club, home to LA Fleet Week and SailGP, and the Los Angeles Yacht Club are under a mile. Port of Los Angeles and Long Beach are within eight miles. We offer marina...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - $25.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 60 lbs maximum""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 60 lbs maximum""}","{""Parking"": ""Self parking - $25.00 / night""}","[""Connecting Rooms"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Cabrillo Beach"", ""distance"": ""1.50 miles""}, {""place"": ""Port of Los Angeles"", ""distance"": ""1.50 miles""}, {""place"": ""Los Angeles World Cruise Center"", ""distance"": ""2 miles""}, {""place"": ""Catalina Express"", ""distance"": ""2.50 miles""}, {""place"": ""Aquarium of the Pacific"", ""distance"": ""6 miles""}, {""place"": ""Convention Center - Long Beach"", ""distance"": ""6 miles""}]","[{""airport"": ""Long Beach Airport (Daugherty Field)"", ""distance"": ""10 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""17 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""John Wayne Airport/Orange County"", ""distance"": ""24 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:24:25.168132
HILTON-63-16,Hampton Inn Los Angeles/Carson/Torrance,,+1 310-768-8833,Rating: 4.0 out of 5.0,"Find us off I-91, just 20 minutes from Los Angeles International Airport and Long Beach Airport. We're a mile from California State University Dominguez Hills, and Hermosa and Manhattan beaches are 20 minutes away. Enjoy our fitness center...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-4n),$75(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""Home Depot Center"", ""distance"": ""0.50 miles""}, {""place"": ""Gardena"", ""distance"": ""2 miles""}, {""place"": ""Torrance"", ""distance"": ""2 miles""}, {""place"": ""South Bay Galleria"", ""distance"": ""5 miles""}, {""place"": ""Del Amo Fashion Center"", ""distance"": ""8 miles""}, {""place"": ""Long Beach"", ""distance"": ""10 miles""}]","[{""airport"": ""Los Angeles International Airport"", ""distance"": ""12 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Long Beach Airport (Daugherty Field)"", ""distance"": ""12 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:25:22.695166
HILTON-63-17,"The Wayfarer Downtown LA, Tapestry Collection by Hilton",,+1 213-285-4400,Rating: 3.6 out of 5.0,"Our boutique hotel is within a 10-minute walk of the GRAMMY Museum at L.A. Live, Microsoft Theater, and Crypto.com Arena. The Los Angeles Convention Center is a half-mile away, and the Walt Disney Concert Hall is a mile from us. We offer...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 40 lbs maximum""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 40 lbs maximum""}",{},"[""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""Boutique"", ""On-site restaurant"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""0.10 miles""}, {""place"": ""Microsoft Theatre"", ""distance"": ""0.20 miles""}, {""place"": ""Walt Disney Concert Hall"", ""distance"": ""0.30 miles""}, {""place"": ""Crypto.com Arena (Staples Center)"", ""distance"": ""0.50 miles""}, {""place"": ""Griffith Observatory/Griffith Park"", ""distance"": ""8 miles""}]","[{""airport"": ""Los Angeles International Airport"", ""distance"": ""13 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Van Nuys Airport"", ""distance"": ""22 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Hollywood Burbank Airport/Bob Hope Airport"", ""distance"": ""32 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:25:44.638258
HILTON-63-18,DoubleTree by Hilton Hotel Carson,,+1 310-830-9200,Rating: 4.0 out of 5.0,"Our hotel is 12 miles south of Los Angeles International Airport, just off I-405. We're adjacent to the Carson Civic Center, and two miles from Dignity Health Sports Park – formerly the StubHub Center. Disneyland Park is a 25-minute drive...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""100% Non-Smoking/Non-Vaping Hotel."", ""Parking"": ""Self parking - $15.00 / night"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, 75 lbs maximum""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, 75 lbs maximum""}","{""Parking"": ""Self parking - $15.00 / night""}","[""Connecting Rooms"", ""Non-smoking rooms"", ""Digital Key"", ""EV charging"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Dignity Health Sports Park"", ""distance"": ""2.50 miles""}, {""place"": ""Home Depot Sports & Ent. Center"", ""distance"": ""2.50 miles""}, {""place"": ""Porsche Experience Center"", ""distance"": ""2.50 miles""}, {""place"": ""StubHub/Home Depot Sports & Ent. Ce"", ""distance"": ""2.50 miles""}, {""place"": ""Galleria Mall"", ""distance"": ""3 miles""}, {""place"": ""California Beach Cities"", ""distance"": ""5 miles""}]","[{""airport"": ""Long Beach Airport (Daugherty Field)"", ""distance"": ""8 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""15 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:26:15.223408
HILTON-63-19,Embassy Suites by Hilton Los Angeles Glendale,,+1 818-550-0828,Rating: 3.9 out of 5.0,"Our hotel in Glendale is three miles from Griffith Park, home to the LA Zoo, The Greek Theater, and Griffith Observatory. Universal Studios and the Hollywood Bowl are less than 15 minutes away. Enjoy our nightly evening reception and a free...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - $27.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n)2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n)2petsMax,dog/cat only""}","{""Parking"": ""Self parking - $27.00 / night""}","[""Connecting Rooms"", ""Free made-to-order breakfast"", ""Complimentary evening reception"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""Americana at Brand"", ""distance"": ""0.75 miles""}, {""place"": ""Glendale Galleria Shopping"", ""distance"": ""0.75 miles""}, {""place"": ""Macy’s"", ""distance"": ""0.75 miles""}, {""place"": ""Nordstorm's"", ""distance"": ""0.75 miles""}, {""place"": ""Amtrak - Glendale Station"", ""distance"": ""2.50 miles""}, {""place"": ""Autry National Center / Museum"", ""distance"": ""2.50 miles""}]","[{""airport"": ""Hollywood Burbank Airport/Bob Hope Airport"", ""distance"": ""7 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Los Angeles International Airport"", ""distance"": ""30 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Ontario International Airport"", ""distance"": ""43.42 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T07:26:38.024886
HILTON-63-1,Hampton Inn Montrose,"Montrose, CO, US",+1 970-252-3300,Rating: 4.3 out of 5.0,"Our pet-friendly hotel is less than half a mile from Montrose Airport. We provide a free shuttle service. Many of Colorado’s most spectacular venues for outdoor activities, including Gunnison National Park, the Black Canyon National Park,...",$107,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to $250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Airport shuttle"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""2 miles""}, {""place"": ""Oxbow Crossing Shopping Center"", ""distance"": ""5 miles""}, {""place"": ""Black Canyon National Park"", ""distance"": ""8 miles""}, {""place"": ""Uncompahgre National Forest"", ""distance"": ""20 miles""}, {""place"": ""Grand Mesa"", ""distance"": ""35 miles""}, {""place"": ""Ouray Hot Springs"", ""distance"": ""35 miles""}]","[{""airport"": ""Montrose Regional Airport"", ""distance"": ""0 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Gunnison County Airport"", ""distance"": ""63 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Telluride Regional Airport"", ""distance"": ""67 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:26:41.656812
HILTON-63-2,Hampton Inn Rawlins,"Montrose, CO, US",+1 307-324-2320,Rating: 4.4 out of 5.0,"We're just off I-80, betwen Salt Lake City and Cheyenne. Our pet-friendly hotel is surrounded by natural wonders and frontier history, from the Uplift rock feature to the Wyoming Frontier Prison Museum. Play a round at the Rochelle Ranch...",$107,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""We provide a seating area located outside the back doors for our guests that need a smoking area"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-2n),$75(3-5n), $125 (5+n) 2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, $50(1-2n),$75(3-5n), $125 (5+n) 2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""Carbon County Fairgrounds"", ""distance"": ""1 mile""}, {""place"": ""City Center"", ""distance"": ""1 mile""}, {""place"": ""Rochell Ranch Golf Course"", ""distance"": ""1 mile""}, {""place"": ""Rochelle Golf Course"", ""distance"": ""1 mile""}, {""place"": ""Carbon County Museum"", ""distance"": ""2 miles""}, {""place"": ""Frontier Prison"", ""distance"": ""2 miles""}]","[{""airport"": ""Denver, CO [Denver International Airport], US"", ""distance"": ""258 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:27:44.023562
HILTON-63-3,Hilton Salalah Resort,"Montrose, CO, US",+968 23 133333,Rating: 4.2 out of 5.0,"Set along the Indian Ocean, our beachfront hotel is a 10-minute drive to Al Haffa Souk and downtown Salalah – home to Sultan Qaboos Mosque. Salalah International Airport is a 15-minute drive via our shuttle. We’re home to a palm-lined pool...",$107,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Rial Omani"", ""Parking"": ""Valet parking - Complimentary"", ""Pets"": ""Pets allowed, 50.000ر.ع. non-refundable fee, 10 kg maximum, We offer a dedicated pet experience. You may bring up to 1 pet per room.The charge of servicing the room is OMR 50 per stay. Pet passport is required."", ""Families and kids"": ""Children up to 11 years old stay for free (with existing bedding) when sharing a room with a paying adult on a room only rate. Children 5 years and under enjoy complimentary meals. From 6 - 11 years old 50% discount on meals. From 12 years old children are considered as an adult. Terms & Conditions apply.""}","{""Pets"": ""Pets allowed, 50.000ر.ع. non-refundable fee, 10 kg maximum, We offer a dedicated pet experience. You may bring up to 1 pet per room.The charge of servicing the room is OMR 50 per stay. Pet passport is required.""}","{""Parking"": ""Valet parking - Complimentary""}","[""Connecting Rooms"", ""Free parking"", ""Free WiFi"", ""Concierge"", ""Tennis"", ""Beach"", ""Resort"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Playground"", ""Childcare"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""10 kilometers""}, {""place"": ""Frankincense Route"", ""distance"": ""10 miles""}, {""place"": ""Gold Souk"", ""distance"": ""10 miles""}, {""place"": ""Blowholes at Mughsayl"", ""distance"": ""25 miles""}, {""place"": ""Nabi Aoub (Job's Tomb)"", ""distance"": ""25 miles""}, {""place"": ""Wadi Darbat nature site"", ""distance"": ""25 miles""}]","[{""airport"": ""Salalah International"", ""distance"": ""8 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-25T08:28:06.167068
